Date,Title,Artist
2017-04-23,Bar At The End Of The World,Kenny Chesney
2017-04-23,Weak,AJR
2017-04-23,If I Told You,Darius Rucker
2017-04-23,Flatliner,Cole Swindell
2017-04-30,DNA.,Kendrick Lamar
2017-04-30,Loyalty.,Kendrick Lamar Featuring Rihanna
2017-04-30,Element.,Kendrick Lamar
2017-04-30,Love.,Kendrick Lamar Featuring Zacari
2017-04-30,Yah.,Kendrick Lamar
2017-04-30,XXX.,Kendrick Lamar Featuring U2
2017-04-30,Feel.,Kendrick Lamar
2017-04-30,Pride.,Kendrick Lamar
2017-04-30,The Cure,Lady Gaga
2017-04-30,Lust.,Kendrick Lamar
2017-04-30,Fear.,Kendrick Lamar
2017-04-30,Blood.,Kendrick Lamar
2017-04-30,God.,Kendrick Lamar
2017-04-30,Duckworth.,Kendrick Lamar
2017-04-30,Good Life,G-Eazy & Kehlani
2017-04-30,Peek A Boo,Lil Yachty Featuring Migos
2017-04-30,Black SpiderMan,Logic Featuring Damian Lemar Hudson
2017-04-30,Broken Halos,Chris Stapleton
2017-04-30,The Night We Met,Lord Huron
2017-05-07,There's Nothing Holdin' Me Back,Shawn Mendes
2017-05-07,Lust For Life,Lana Del Rey Featuring The Weeknd
2017-05-07,Attention,Charlie Puth
2017-05-07,Do Re Mi,blackbear
2017-05-07,Hard Times,Paramore
2017-05-07,My Girl,Dylan Scott
2017-05-14,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
2017-05-14,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
2017-05-14,First Time,Kygo & Ellie Goulding
2017-05-14,Thunder,Imagine Dragons
2017-05-14,Bon Appetit,Katy Perry Featuring Migos
2017-05-14,Privacy,Chris Brown
2017-05-14,Slow Hands,Niall Horan
2017-05-14,Magnolia,Playboi Carti
2017-05-14,Sweet Creature,Harry Styles
2017-05-14,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert
2017-05-21,Malibu,Miley Cyrus
2017-05-21,Every Time I Hear That Song,Blake Shelton
2017-05-21,Either Way,Chris Stapleton
2017-05-21,Drinkin' Problem,Midland
2017-05-28,Rollin,Calvin Harris Featuring Future & Khalid
2017-05-28,Bad Liar,Selena Gomez
2017-05-28,Whatever It Takes,Imagine Dragons
2017-05-28,Felices Los 4,Maluma
2017-05-28,No Promises,Cheat Codes Featuring Demi Lovato
2017-05-28,Ghost In This House,Lauren Duski
2017-05-28,Me Enamore,Shakira
2017-06-04,Strip That Down,Liam Payne Featuring Quavo
2017-06-04,Deja Vu,Lauren Duski
2017-06-04,Swish Swish,Katy Perry Featuring Nicki Minaj
2017-06-04,Crying In The Club,Camila Cabello
2017-06-04,Money On You,Chris Blue
2017-06-04,Yours If You Want It,Rascal Flatts
2017-06-04,Most Girls,Hailee Steinfeld
2017-06-04,The Dance,Lauren Duski
2017-06-04,Boy,Lee Brice
2017-06-11,Somethin Tells Me,Bryson Tiller
2017-06-11,Self-Made,Bryson Tiller
2017-06-11,Met Gala,Gucci Mane Featuring Offset
2017-06-11,Don't Get Too High,Bryson Tiller
2017-06-11,No Such Thing As A Broken Heart,Old Dominion
2017-06-11,Run Me Dry,Bryson Tiller
2017-06-11,There For You,Martin Garrix x Troye Sivan
2017-06-11,No Longer Friends,Bryson Tiller
2017-06-11,Butterfly Effect,Travis Scott
2017-06-11,Strangers,Halsey Featuring Lauren Jauregui
2017-06-18,Down,Fifth Harmony Featuring Gucci Mane
2017-06-18,To The Max,DJ Khaled Featuring Drake
2017-06-18,4 AM,2 Chainz Featuring Travis Scott
2017-06-18,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign
2017-06-18,Small Town Boy,Dustin Lynch
2017-06-18,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo"
2017-06-18,It's Everyday Bro,Jake Paul Featuring Team 10
2017-06-18,Somebody Else Will,Justin Moore
2017-06-18,Nobody Else But You,Trey Songz
2017-06-25,2U,David Guetta Featuring Justin Bieber
2017-06-25,Love Galore,SZA Featuring Travis Scott
2017-06-25,Do I Make You Wanna,Billy Currington
2017-06-25,Escapate Conmigo,Wisin Featuring Ozuna
2017-06-25,What Ifs,Kane Brown Featuring Lauren Alaina
2017-06-25,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko"
2017-06-25,It Ain't My Fault,Brothers Osborne
2017-07-02,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
2017-07-02,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
2017-07-02,First Day Out,Kodak Black
2017-07-02,Relationship,Young Thug Featuring Future
2017-07-02,Feel It Still,Portugal. The Man
2017-07-02,Real Hitta,Plies Featuring Kodak Black
2017-07-09,Signs,Drake
2017-07-09,Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih
2017-07-09,No Complaints,Metro Boomin Featuring Offset & Drake
2017-07-09,On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean"
2017-07-09,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy
2017-07-16,Mi Gente,J Balvin & Willy William Featuring Beyonce
2017-07-16,Rake It Up,Yo Gotti Featuring Nicki Minaj
2017-07-16,Bodak Yellow (Money Moves),Cardi B
2017-07-16,Who Dat Boy,"Tyler, The Creator"
2017-07-16,Heartache On The Dance Floor,Jon Pardi
2017-07-16,Extra Luv,Future Featuring YG
2017-07-23,The Story Of O.J.,JAY-Z
2017-07-23,Praying,Kesha
2017-07-23,Bank Account,21 Savage
2017-07-23,4:44,JAY-Z
2017-07-23,Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely"
2017-07-23,Family Feud,JAY-Z Featuring Beyonce
2017-07-23,Sorry Not Sorry,Demi Lovato
2017-07-23,Kill Jay Z,JAY-Z
2017-07-23,Smile,JAY-Z Featuring Gloria Carter
2017-07-23,Caught Their Eyes,JAY-Z Featuring Frank Ocean
2017-07-23,Moonlight,JAY-Z
2017-07-23,Glorious,Macklemore Featuring Skylar Grey
2017-07-23,Marcy Me,JAY-Z
2017-07-23,Get Low,Zedd & Liam Payne
2017-07-23,Fetish,Selena Gomez Featuring Gucci Mane
2017-07-23,Famous,21 Savage
2017-07-30,A Lie,French Montana Featuring The Weeknd & Max B
2017-07-30,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade
2017-07-30,Young Dumb & Broke,Khalid
2017-07-30,Woman,Kesha Featuring The Dap-Kings Horns
2017-08-06,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals
2017-08-06,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair"
2017-08-06,Issues,Meek Mill
2017-08-06,Wins & Losses,Meek Mill
2017-08-06,It's Goin' Down,Descendants 2 Cast
2017-08-06,1942 Flows,Meek Mill
2017-08-06,Imitadora,Romeo Santos
2017-08-06,We Ball,Meek Mill Featuring Young Thug
2017-08-06,F**k That Check Up,Meek Mill & Lil Uzi Vert
2017-08-06,Heavy Heart,Meek Mill
2017-08-13,You Da Baddest,Future Featuring Nicki Minaj
2017-08-13,Unforgettable,Thomas Rhett
2017-08-13,When It Rains It Pours,Luke Combs
2017-08-13,They Don't Know,Jason Aldean
2017-08-13,Honest,The Chainsmokers
2017-08-13,The Weekend,SZA
2017-08-13,New Rules,Dua Lipa
2017-08-13,Wish I Knew You,The Revivalists
2017-08-13,Every Little Thing,Carly Pearce
2017-08-13,Learn To Let Go,Kesha
2017-08-13,All The Pretty Girls,Kenny Chesney
2017-08-13,For Her,Chris Lane
2017-08-20,The Race,Tay-K
2017-08-20,Patty Cake,Kodak Black
2017-08-20,OMG,Camila Cabello Featuring Quavo
2017-08-20,What About Us,P!nk
2017-08-20,Perplexing Pegasus,Rae Sremmurd
2017-08-20,B.E.D.,Jacquees
2017-08-20,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope"
2017-08-20,Havana,Camila Cabello Featuring Young Thug
2017-08-27,Silence,Marshmello Featuring Khalid
2017-08-27,More Girls Like You,Kip Moore
2017-08-27,Something New,Wiz Khalifa Featuring Ty Dolla $ign
2017-08-27,Untouchable,YoungBoy Never Broke Again
2017-08-27,I Could Use A Love Song,Maren Morris
2017-08-27,Fix A Drink,Chris Janson
2017-09-03,Friends,Justin Bieber + BloodPop
2017-09-03,I Get The Bag,Gucci Mane Featuring Migos
2017-09-03,Roll In Peace,Kodak Black Featuring XXXTENTACION
2017-09-03,Look What You Made Me Do,Taylor Swift
2017-09-03,Younger Now,Miley Cyrus
2017-09-03,Its Every Night Sis,RiceGum Featuring Alissa Violet
2017-09-03,Transportin',Kodak Black
2017-09-03,Questions,Chris Brown
2017-09-10,Jocelyn Flores,XXXTENTACION
2017-09-10,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj
2017-09-10,F**k Love,XXXTENTACION Featuring Trippie Redd
2017-09-10,Sauce It Up,Lil Uzi Vert
2017-09-10,Everybody Dies In Their Nightmares,XXXTENTACION
2017-09-10,444+222,Lil Uzi Vert
2017-09-10,What Lovers Do,Maroon 5 Featuring SZA
2017-09-10,Light It Up,Luke Bryan
2017-09-10,Revenge,XXXTENTACION
2017-09-10,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams
2017-09-10,Two,Lil Uzi Vert
2017-09-10,X,Lil Uzi Vert
2017-09-10,For Real,Lil Uzi Vert
2017-09-10,UnFazed,Lil Uzi Vert Featuring The Weeknd
2017-09-10,No Sleep Leak,Lil Uzi Vert
2017-09-10,Depression & Obsession,XXXTENTACION
2017-09-10,Dark Queen,Lil Uzi Vert
2017-09-10,Save Me,XXXTENTACION
2017-09-10,Carry On,XXXTENTACION
2017-09-10,Tell Me You Love Me,Demi Lovato
2017-09-17,...Ready For It?,Taylor Swift
2017-09-17,These Heaux,Bhad Bhabie
2017-09-17,Bad At Love,Halsey
2017-09-17,Greatest Love Story,LANCO
2017-09-17,Sky Walker,Miguel Featuring Travis Scott
2017-09-17,No Fear,DeJ Loaf
2017-09-24,Too Good At Goodbyes,Sam Smith
2017-09-24,Dusk Till Dawn,Zayn Featuring Sia
2017-09-24,Love So Soft,Kelly Clarkson
2017-09-24,I'll Name The Dogs,Blake Shelton
2017-09-24,Found You,Kane Brown
2017-09-24,Gucci Gang,Lil Pump
2017-09-24,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2017-09-24,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
2017-09-24,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
2017-10-01,Rockstar,Post Malone Featuring 21 Savage
2017-10-01,Too Much To Ask,Niall Horan
2017-10-01,Curve,Gucci Mane Featuring The Weeknd
2017-10-01,DNA,BTS
2017-10-01,Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA"
2017-10-08,I Fall Apart,Post Malone
2017-10-08,Good Old Days,Macklemore Featuring Kesha
2017-10-08,Losing Sleep,Chris Young
2017-10-08,Like I Loved You,Brett Young
2017-10-08,Round Here Buzz,Eric Church
2017-10-08,Plain Jane,A$AP Ferg Featuring Nicki Minaj
2017-10-15,Hi Bich,Bhad Bhabie
2017-10-15,No Promises,A Boogie Wit da Hoodie
2017-10-15,Say A',A Boogie Wit da Hoodie
2017-10-15,Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage
2017-10-15,Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again
2017-10-15,Smooth,Florida Georgia Line
2017-10-22,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico
2017-10-22,Pray,Sam Smith Featuring Logic
2017-10-22,How Long,Charlie Puth
2017-10-22,Heaven,Kane Brown
2017-10-22,Dear Hate,Maren Morris Featuring Vince Gill
2017-10-22,Lights Down Low,MAX Featuring gnash
2017-10-22,Too Hotty,"Quavo, Takeoff & Offset"
2017-10-29,High End,Chris Brown Featuring Future & Young Thug
2017-10-29,Yours,Russell Dickerson
2017-10-29,Let You Down,NF
2017-10-29,Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph
2017-10-29,You Broke Up With Me,Walker Hayes
2017-10-29,Mayores,Becky G Featuring Bad Bunny
2017-10-29,Ask Me How I Know,Garth Brooks
2017-11-05,Gorgeous,Taylor Swift
2017-11-05,Patek Water,Future & Young Thug Featuring Offset
2017-11-05,Meant To Be,Bebe Rexha & Florida Georgia Line
2017-11-05,No Cap,Future & Young Thug
2017-11-05,Feed Me Dope,Future
2017-11-05,All Da Smoke,Future & Young Thug
2017-11-05,Candy Paint,Post Malone
2017-11-05,Wolves,Selena Gomez X Marshmello
2017-11-05,4 Da Gang,Future
2017-11-05,Bedroom Floor,Liam Payne
2017-11-05,Three,Future & Young Thug
2017-11-12,MotorSport,"Migos, Nicki Minaj & Cardi B"
2017-11-12,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott"
2017-11-12,Ric Flair Drip,Offset & Metro Boomin
2017-11-12,Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo"
2017-11-12,My Choppa Hate N****s,21 Savage & Metro Boomin
2017-11-12,All On Me,Devin Dawson
2017-11-19,Call It What You Want,Taylor Swift
2017-11-19,Lemon,N*E*R*D & Rihanna
2017-11-19,Rubbin Off The Paint,YBN Nahmir
2017-11-19,Wait,Maroon 5
2017-11-19,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage
2017-11-19,Mad Stalkers,"21 Savage, Offset & Metro Boomin"
2017-11-19,Nightmare,Offset & Metro Boomin
2017-11-26,Walk On Water,Eminem Featuring Beyonce
2017-11-26,Gummo,6ix9ine
2017-11-26,Wanted You,NAV Featuring Lil Uzi Vert
2017-11-26,Female,Keith Urban
2017-11-26,Betrayed,Lil Xan
2017-11-26,The Plan,G-Eazy
2017-11-26,Pick It Up,Famous Dex Featuring A$AP Rocky
2017-12-03,Echame La Culpa,Luis Fonsi & Demi Lovato
2017-12-03,Awful Things,Lil Peep
2017-12-03,End Game,Taylor Swift Featuring Ed Sheeran & Future
2017-12-03,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha"
2017-12-03,When We,Tank
2017-12-03,Beautiful Trauma,P!nk
2017-12-03,No Smoke,YoungBoy Never Broke Again
2017-12-03,The Rest Of Our Life,Tim McGraw & Faith Hill
2017-12-03,Written In The Sand,Old Dominion
2017-12-03,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty
2017-12-10,MIC Drop,BTS Featuring Desiigner
2017-12-10,Codeine Dreaming,Kodak Black Featuring Lil Wayne
2017-12-10,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian"
2017-12-10,Legends,Kelsea Ballerini
2017-12-10,Total Eclipse Of The Heart,Chloe Kohanski
2017-12-10,Perro Fiel,Shakira Featuring Nicky Jam
2017-12-17,Him & I,G-Eazy & Halsey
2017-12-17,Kooda,6ix9ine
2017-12-17,Juice,Yo Gotti
2017-12-17,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee
2017-12-17,Marry Me,Thomas Rhett
2017-12-17,Five More Minutes,Scotty McCreery
2017-12-17,Criminal,Natti Natasha x Ozuna
2017-12-24,Never Be The Same,Camila Cabello
2017-12-24,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott
2017-12-24,Dark Knight Dummo,Trippie Redd Featuring Travis Scott
2017-12-24,My Dawg,Lil Baby
2017-12-24,Danger,Migos & Marshmello
2017-12-24,Untouchable,Eminem
2017-12-31,River,Eminem Featuring Ed Sheeran
2017-12-31,Tennessee Rain,Addison Agen
2017-12-31,Wish I Didn't Love You,Chloe Kohanski
2017-12-31,Ice Tray,Quavo & Lil Yachty
2017-12-31,I Pray,Red Marlow
2017-12-31,Believe,Eminem
2018-01-08,Bartier Cardi,Cardi B Featuring 21 Savage
2018-01-08,Finesse,Bruno Mars & Cardi B
2018-01-08,La Modelo,Ozuna x Cardi B
2018-01-08,One Foot,WALK THE MOON
2018-01-08,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-01-08,Rewrite The Stars,Zac Efron & Zendaya
2018-01-08,Never Enough,Loren Allred
2018-01-08,Stir Fry,Migos
2018-01-08,Corazon,Maluma X Nego do Borel
2018-01-08,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble"
2018-01-08,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno"
2018-01-15,Filthy,Justin Timberlake
2018-01-15,All The Stars,Kendrick Lamar & SZA
2018-01-15,For You (Fifty Shades Freed),Liam Payne & Rita Ora
2018-01-15,Nowadays,Lil Skies Featuring Landon Cube
2018-01-15,I Miss You,Clean Bandit Featuring Julia Michaels
2018-01-15,Red Roses,Lil Skies Featuring Landon Cube
2018-01-22,The Champion,Carrie Underwood Featuring Ludacris
2018-01-22,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie"
2018-01-22,Outside Today,YoungBoy Never Broke Again
2018-01-22,My My My!,Troye Sivan
2018-01-22,Tequila,Dan + Shay
2018-01-22,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-01-22,IDGAF,Dua Lipa
2018-01-22,El Bano,Enrique Iglesias Featuring Bad Bunny
2018-01-29,God's Plan,Drake
2018-01-29,Diplomatic Immunity,Drake
2018-01-29,Mine,Bazzi
2018-01-29,Sick Boy,The Chainsmokers
2018-01-29,Supplies,Justin Timberlake
2018-01-29,No Name,NF
2018-01-29,Rock,Plies
2018-02-05,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-02-05,Walk It Talk It,Migos Featuring Drake
2018-02-05,The Middle,"Zedd, Maren Morris & Grey"
2018-02-05,You Make It Easy,Jason Aldean
2018-02-05,Narcos,Migos
2018-02-05,BBO (Bad Bitches Only),Migos Featuring 21 Savage
2018-02-05,Notice Me,Migos Featuring Post Malone
2018-02-05,Supastars,Migos
2018-02-05,White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean"
2018-02-05,Gang Gang,Migos
2018-02-05,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-02-05,Higher We Go (Intro),Migos
2018-02-05,Auto Pilot,Migos
2018-02-05,Emoji A Chain,Migos
2018-02-05,El Farsante,Ozuna & Romeo Santos
2018-02-05,Most People Are Good,Luke Bryan
2018-02-05,CC,Migos Featuring Gucci Mane
2018-02-12,Pray For Me,The Weeknd & Kendrick Lamar
2018-02-12,Man Of The Woods,Justin Timberlake
2018-02-12,Dura,Daddy Yankee
2018-02-12,Hardaway,Derez De'Shon
2018-02-12,At The Club,Jacquees X DeJ Loaf
2018-02-12,The Long Way,Brett Eldredge
2018-02-12,Singles You Up,Jordan Davis
2018-02-12,A Girl Like You,Easton Corbin
2018-02-19,Look Alive,BlocBoy JB Featuring Drake
2018-02-19,X,"ScHoolboy Q, 2 Chainz & Saudi"
2018-02-19,Plug Walk,Rich The Kid
2018-02-19,The Ways,Khalid & Swae Lee
2018-02-19,Paramedic!,SOB X RBE
2018-02-19,Big Shot,Kendrick Lamar & Travis Scott
2018-02-19,Friends,Marshmello & Anne-Marie
2018-02-19,Black Panther,Kendrick Lamar
2018-02-19,I Like Me Better,Lauv
2018-02-26,Love Lies,Khalid & Normani
2018-02-26,Get You,Daniel Caesar Featuring Kali Uchis
2018-03-05,Psycho,Post Malone Featuring Ty Dolla $ign
2018-03-05,44 More,Logic
2018-03-05,Billy,6ix9ine
2018-03-05,Want You Back,5 Seconds Of Summer
2018-03-05,RONDO,6ix9ine Featuring Tory Lanez & Young Thug
2018-03-05,Booty,Blac Youngsta
2018-03-05,She's With Me,High Valley
2018-03-05,Break Up In The End,Cole Swindell
2018-03-05,Make Me Feel,Janelle Monae
2018-03-12,Sad!,XXXTENTACION
2018-03-12,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-03-12,Everyday,Logic & Marshmello
2018-03-12,No Excuses,Meghan Trainor
2018-03-12,Changes,XXXTENTACION
2018-03-12,Powerglide,Rae Sremmurd & Juicy J
2018-03-12,X,Nicky Jam x J Balvin
2018-03-12,Stranger Things,Joyner Lucas & Chris Brown
2018-03-12,Tempo,Chris Brown
2018-03-12,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-03-12,I Lived It,Blake Shelton
2018-03-12,Broken Clocks,SZA
2018-03-19,Zombie,Bad Wolves
2018-03-19,Indica Badu,Logic Featuring Wiz Khalifa
2018-03-19,Contra,Logic
2018-03-19,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy
2018-03-19,Overnight,Logic
2018-03-19,66,Lil Yachty Featuring Trippie Redd
2018-03-19,Midnight,Logic
2018-03-19,Wassup,Logic Featuring Big Sean
2018-03-19,Delicate,Taylor Swift
2018-03-19,Yuck,Logic
2018-03-19,Boom!,Lil Yachty Featuring Ugly God
2018-03-19,BoomTrap Protocol,Logic
2018-03-19,Warm It Up,Logic Featuring Young Sinatra
2018-03-26,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-03-26,Moonlight,XXXTENTACION
2018-03-26,Found / Tonight,Lin-Manuel Miranda & Ben Platt
2018-03-26,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION
2018-03-26,In My Blood,Shawn Mendes
2018-03-26,Numb,XXXTENTACION
2018-03-26,Infinity (888),XXXTENTACION Featuring Joey Bada$$
2018-03-26,One Number Away,Luke Combs
2018-03-26,Sit Next To Me,Foster The People
2018-03-26,Going Down!,XXXTENTACION
2018-03-26,Everybody Hates Me,The Chainsmokers
2018-04-02,Say Amen (Saturday Night),Panic! At The Disco
2018-04-02,Lost In Japan,Shawn Mendes X Zedd
2018-04-02,Japan,Famous Dex
2018-04-02,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-04-02,For The First Time,Darius Rucker
2018-04-02,No Roots,Alice Merton
2018-04-09,Call Out My Name,The Weeknd
2018-04-09,Be Careful,Cardi B
2018-04-09,Try Me,The Weeknd
2018-04-09,Wasted Times,The Weeknd
2018-04-09,I Was Never There,The Weeknd Featuring Gesaffelstein
2018-04-09,Hurt You,The Weeknd Featuring Gesaffelstein
2018-04-09,Medicine,Queen Naija
2018-04-09,Privilege,The Weeknd
2018-04-09,Boo'd Up,Ella Mai
2018-04-09,OKRA,"Tyler, The Creator"
2018-04-09,Take Back Home Girl,Chris Lane Featuring Tori Kelly
2018-04-09,"Woman, Amen",Dierks Bentley
2018-04-09,Proud,2 Chainz Featuring YG & Offset
2018-04-09,Focus,H.E.R.
2018-04-16,Nice For What,Drake
2018-04-16,I Like It,"Cardi B, Bad Bunny & J Balvin"
2018-04-16,Drip,Cardi B Featuring Migos
2018-04-16,I Do,Cardi B Featuring SZA
2018-04-16,Ring,Cardi B Featuring Kehlani
2018-04-16,Get Up 10,Cardi B
2018-04-16,Best Life,Cardi B Featuring Chance The Rapper
2018-04-16,Bickenhead,Cardi B
2018-04-16,Thru Your Phone,Cardi B
2018-04-16,She Bad,Cardi B & YG
2018-04-16,Money Bag,Cardi B
2018-04-16,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-04-16,One Kiss,Calvin Harris & Dua Lipa
2018-04-16,A$AP Forever,A$AP Rocky Featuring Moby
2018-04-16,Barbie Tingz,Nicki Minaj
2018-04-16,Get Along,Kenny Chesney
2018-04-16,Chun-Li,Nicki Minaj
2018-04-16,Alone,Halsey Featuring Big Sean & Stefflon Don
2018-04-23,Esskeetit,Lil Pump
2018-04-23,Cry Pretty,Carrie Underwood
2018-04-23,Let Me,Zayn
2018-04-23,Guatemala,Swae Lee Featuring Slim Jxmmi
2018-04-23,Anybody,Young Thug Featuring Nicki Minaj
2018-04-23,Gotti,6ix9ine
2018-04-30,No Tears Left To Cry,Ariana Grande
2018-04-30,ATM,J. Cole
2018-04-30,Kevin's Heart,J. Cole
2018-04-30,KOD,J. Cole
2018-04-30,Photograph,J. Cole
2018-04-30,Motiv8,J. Cole
2018-04-30,1985 (Intro To The Fall Off),J. Cole
2018-04-30,The Cut Off,J. Cole Featuring kiLL edward
2018-04-30,Brackets,J. Cole
2018-04-30,Window Pain (Outro),J. Cole
2018-04-30,Friends,J. Cole Featuring kiLL edward
2018-04-30,Once An Addict (Interlude),J. Cole
2018-04-30,Intro,J. Cole
2018-04-30,OTW,"Khalid, Ty Dolla $ign & 6LACK"
2018-04-30,Babe,Sugarland Featuring Taylor Swift
2018-04-30,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
2018-04-30,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks
2018-04-30,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
2018-04-30,Close,Rae Sremmurd & Travis Scott
2018-05-07,Better Now,Post Malone
2018-05-07,Paranoid,Post Malone
2018-05-07,Rich & Sad,Post Malone
2018-05-07,Spoil My Night,Post Malone Featuring Swae Lee
2018-05-07,Ball For Me,Post Malone Featuring Nicki Minaj
2018-05-07,Stay,Post Malone
